placa,timestamp,cam,faixa,lat,lon,timestamp_legivel,is_clonado,num_infracoes
UXL6O68,1754026809597,CAM010,2,-27.627345,-48.538823,2025-08-01 05:40:09,False,2
GJI8U94,1754026810183,CAM028,1,-26.954251,-49.025974,2025-08-01 05:40:10,False,0
IQT3Q01,1754026810371,CAM042,1,-26.906459,-48.654455,2025-08-01 05:40:10,False,1
GYP3Z85,1754026812502,CAM001,1,-27.579078,-48.573935,2025-08-01 05:40:12,False,3
HYU6B90,1754026813436,CAM052,2,-28.721326,-49.364506,2025-08-01 05:40:13,False,1
EQC4K63,1754026818230,CAM093,2,-26.920132,-52.440308,2025-08-01 05:40:18,False,2
CSX0G36,1754026819945,CAM046,1,-27.579889,-48.655592,2025-08-01 05:40:19,False,1
JFM7V97,1754026825260,CAM091,1,-27.259224,-52.058796,2025-08-01 05:40:25,False,3
NAB8K15,1754026826020,CAM027,1,-26.912119,-49.101786,2025-08-01 05:40:26,False,3
LGB3Q73,1754026827248,CAM034,1,-27.060368,-52.575929,2025-08-01 05:40:27,False,3
BOJ8I15,1754026830145,CAM001,4,-27.579078,-48.573935,2025-08-01 05:40:30,True,10
ONT7D32,1754026830173,CAM035,1,-27.072321,-52.590056,2025-08-01 05:40:30,False,2
LKE2G70,1754026831368,CAM035,1,-27.072321,-52.590056,2025-08-01 05:40:31,False,3
RCA9G41,1754026833443,CAM010,1,-27.627345,-48.538823,2025-08-01 05:40:33,False,0
HSC1N87,1754026835749,CAM076,1,-26.526243,-49.105032,2025-08-01 05:40:35,False,3
GZF0C15,1754026835785,CAM100,1,-26.201103,-50.385585,2025-08-01 05:40:35,False,3
JOH8S64,1754026837423,CAM001,4,-27.579078,-48.573935,2025-08-01 05:40:37,False,1
YAV8Q05,1754026838562,CAM051,1,-28.648343,-49.336678,2025-08-01 05:40:38,False,0
FGV7J69,1754026839295,CAM099,2,-28.514657,-48.811633,2025-08-01 05:40:39,False,2
DCB6M33,1754026839622,CAM037,3,-27.087073,-52.658853,2025-08-01 05:40:39,False,2
PPA1N84,1754026839712,CAM045,4,-27.649812,-48.673855,2025-08-01 05:40:39,False,1
ZWR0T20,1754026844183,CAM030,2,-26.955102,-49.080656,2025-08-01 05:40:44,False,3
BRT5O40,1754026844972,CAM054,1,-28.636019,-49.335857,2025-08-01 05:40:44,False,0
IZS6M76,1754026845056,CAM052,1,-28.721326,-49.364506,2025-08-01 05:40:45,False,0
WHN0W75,1754026845715,CAM030,1,-26.955102,-49.080656,2025-08-01 05:40:45,False,1
RKC5I68,1754026848061,CAM011,2,-27.589142,-48.533295,2025-08-01 05:40:48,False,2
RMS5D11,1754026849581,CAM040,1,-26.912173,-48.691725,2025-08-01 05:40:49,False,0
MNS2G58,1754026849685,CAM051,1,-28.648343,-49.336678,2025-08-01 05:40:49,False,3
QHW4P38,1754026850586,CAM014,1,-26.265889,-48.812223,2025-08-01 05:40:50,False,2
ISP8G19,1754026851608,CAM099,3,-28.514657,-48.811633,2025-08-01 05:40:51,False,1
JNX9A05,1754026852193,CAM025,2,-26.951472,-49.086733,2025-08-01 05:40:52,False,0
PSC1K79,1754026852308,CAM099,1,-28.514657,-48.811633,2025-08-01 05:40:52,False,1
YEG9X30,1754026852698,CAM052,2,-28.721326,-49.364506,2025-08-01 05:40:52,False,1
MAQ0G65,1754026853112,CAM053,1,-28.658134,-49.406352,2025-08-01 05:40:53,False,3
VEK8I06,1754026854635,CAM056,1,-28.682354,-49.410267,2025-08-01 05:40:54,False,0
DNN0R50,1754026854659,CAM001,3,-27.579078,-48.573935,2025-08-01 05:40:54,False,1
EGZ8T86,1754026855517,CAM041,1,-26.919381,-48.656875,2025-08-01 05:40:55,False,1
LQA1F50,1754026855527,CAM042,1,-26.906459,-48.654455,2025-08-01 05:40:55,False,1
MXY8X41,1754026856637,CAM009,1,-27.567243,-48.582885,2025-08-01 05:40:56,False,3
VLG5W14,1754026858592,CAM014,2,-26.265889,-48.812223,2025-08-01 05:40:58,False,2
OLJ7Y89,1754026858935,CAM088,3,-26.736666,-50.992871,2025-08-01 05:40:58,False,2
QEK3H34,1754026859070,CAM039,2,-26.910126,-48.698347,2025-08-01 05:40:59,False,0
EOH1R71,1754026859660,CAM063,1,-27.687553,-48.68721,2025-08-01 05:40:59,False,0
ZPR8O38,1754026861456,CAM083,2,-28.479708,-48.983166,2025-08-01 05:41:01,False,2
TYI4C15,1754026863177,CAM099,3,-28.514657,-48.811633,2025-08-01 05:41:03,False,2
NJM8I53,1754026864392,CAM050,1,-27.646843,-48.649557,2025-08-01 05:41:04,False,2
DKE9L18,1754026868649,CAM018,1,-26.266313,-48.826993,2025-08-01 05:41:08,False,3
NJP1G44,1754026869552,CAM088,3,-26.736666,-50.992871,2025-08-01 05:41:09,False,3
CXQ8V49,1754026869601,CAM026,4,-26.950283,-49.114261,2025-08-01 05:41:09,False,2
XTV7G90,1754026871512,CAM044,1,-26.949201,-48.669619,2025-08-01 05:41:11,False,2
GHB0L03,1754026875384,CAM045,4,-27.649812,-48.673855,2025-08-01 05:41:15,False,0
ERX7H84,1754026875587,CAM023,1,-26.873211,-49.109018,2025-08-01 05:41:15,False,0
CJZ1Z85,1754026878636,CAM018,3,-26.266313,-48.826993,2025-08-01 05:41:18,False,3
RLL8X44,1754026882351,CAM026,2,-26.950283,-49.114261,2025-08-01 05:41:22,False,1
EYX1V84,1754026887122,CAM019,1,-26.269957,-48.810264,2025-08-01 05:41:27,False,3
BTX7U60,1754026887234,CAM008,1,-27.613203,-48.535995,2025-08-01 05:41:27,False,0
DDD1E10,1754026887492,CAM026,2,-26.950283,-49.114261,2025-08-01 05:41:27,False,3
OKQ3C24,1754026888000,CAM080,1,-27.132907,-48.911704,2025-08-01 05:41:28,False,0
MRZ9R66,1754026890066,CAM003,2,-27.633247,-48.583532,2025-08-01 05:41:30,False,0
QKE7S80,1754026892460,CAM052,1,-28.721326,-49.364506,2025-08-01 05:41:32,False,1
GOI4A35,1754026895410,CAM022,1,-26.279524,-48.88648,2025-08-01 05:41:35,False,2
FXC3A48,1754026898140,CAM072,1,-26.958775,-48.66775,2025-08-01 05:41:38,False,2
OJO1J65,1754026900330,CAM048,4,-27.576322,-48.602478,2025-08-01 05:41:40,False,2
EFK8B89,1754026901057,CAM036,2,-27.067151,-52.61626,2025-08-01 05:41:41,False,0
ETV7E01,1754026903046,CAM041,1,-26.919381,-48.656875,2025-08-01 05:41:43,False,0
PCE2N54,1754026903431,CAM078,4,-27.063181,-48.898808,2025-08-01 05:41:43,False,0
ZWA7H37,1754026905971,CAM072,1,-26.958775,-48.66775,2025-08-01 05:41:45,False,1
RAC2T74,1754026911701,CAM038,2,-27.130312,-52.621499,2025-08-01 05:41:51,False,1
KKQ5I92,1754026912103,CAM037,4,-27.087073,-52.658853,2025-08-01 05:41:52,False,2
GOZ8J86,1754026912426,CAM015,2,-26.33471,-48.851695,2025-08-01 05:41:52,False,1
WYA6B44,1754026913880,CAM079,4,-27.130841,-48.875476,2025-08-01 05:41:53,False,0
XVV1K26,1754026916118,CAM069,1,-26.958422,-48.596323,2025-08-01 05:41:56,False,2
LVO1N53,1754026925194,CAM095,1,-28.941527,-49.53719,2025-08-01 05:42:05,False,2
KWG7P89,1754026926642,CAM023,1,-26.873211,-49.109018,2025-08-01 05:42:06,False,1
ZNY6G83,1754026929506,CAM012,3,-27.571026,-48.575134,2025-08-01 05:42:09,False,0
ODX5H05,1754026931296,CAM065,2,-27.677998,-48.669561,2025-08-01 05:42:11,False,2
QDA2F45,1754026931799,CAM023,1,-26.873211,-49.109018,2025-08-01 05:42:11,False,3
PYI8C41,1754026933332,CAM087,1,-26.79481,-51.034047,2025-08-01 05:42:13,False,2
CPT3C30,1754026933334,CAM042,1,-26.906459,-48.654455,2025-08-01 05:42:13,False,3
PYP6R90,1754026934459,CAM001,4,-27.579078,-48.573935,2025-08-01 05:42:14,False,1
AQW1K09,1754026935580,CAM099,2,-28.514657,-48.811633,2025-08-01 05:42:15,False,3
COZ9P85,1754026937967,CAM051,2,-28.648343,-49.336678,2025-08-01 05:42:17,False,2
NYT0W26,1754026942078,CAM044,1,-26.949201,-48.669619,2025-08-01 05:42:22,False,2
DTC6I73,1754026944331,CAM063,1,-27.687553,-48.68721,2025-08-01 05:42:24,False,1
ZYV4Q62,1754026944552,CAM071,1,-26.996525,-48.607696,2025-08-01 05:42:24,False,3
PAU2C45,1754026949249,CAM024,2,-26.880835,-49.0316,2025-08-01 05:42:29,False,3
ZXT8I44,1754026949777,CAM012,2,-27.571026,-48.575134,2025-08-01 05:42:29,False,0
KYS5I51,1754026950534,CAM058,2,-27.840143,-50.316183,2025-08-01 05:42:30,False,2
EAA0Q45,1754026954932,CAM028,1,-26.954251,-49.025974,2025-08-01 05:42:34,False,0
JKL2M25,1754026958055,CAM025,1,-26.951472,-49.086733,2025-08-01 05:42:38,False,1
TAY0E30,1754026958667,CAM023,1,-26.873211,-49.109018,2025-08-01 05:42:38,False,1
FAL8E92,1754026961927,CAM064,1,-27.601727,-48.693852,2025-08-01 05:42:41,False,2
SAH5G23,1754026965707,CAM088,1,-26.736666,-50.992871,2025-08-01 05:42:45,False,2
NTK2C12,1754026966760,CAM100,1,-26.201103,-50.385585,2025-08-01 05:42:46,False,3
UUJ9D34,1754026967625,CAM069,1,-26.958422,-48.596323,2025-08-01 05:42:47,False,2
NKU3P11,1754026970799,CAM055,1,-28.713808,-49.342112,2025-08-01 05:42:50,False,0
CJO4Y24,1754026971141,CAM044,1,-26.949201,-48.669619,2025-08-01 05:42:51,False,2
KYF7E69,1754026973271,CAM015,1,-26.33471,-48.851695,2025-08-01 05:42:53,False,2
VNX3Z53,1754026976692,CAM059,1,-27.786213,-50.340794,2025-08-01 05:42:56,False,1
XZP2D01,1754026979886,CAM070,1,-27.008143,-48.663002,2025-08-01 05:42:59,False,0
KBW9D22,1754026980691,CAM006,2,-27.580142,-48.559484,2025-08-01 05:43:00,False,3
USV3R38,1754026990026,CAM053,1,-28.658134,-49.406352,2025-08-01 05:43:10,False,1
MKR8Y00,1754026990490,CAM004,1,-27.614062,-48.518868,2025-08-01 05:43:10,False,0
GWB1P23,1754026994268,CAM071,1,-26.996525,-48.607696,2025-08-01 05:43:14,False,0
NXC4T10,1754026995612,CAM039,2,-26.910126,-48.698347,2025-08-01 05:43:15,False,3
NKZ5T11,1754026995747,CAM014,2,-26.265889,-48.812223,2025-08-01 05:43:15,False,3
JNU2Z64,1754026999160,CAM028,3,-26.954251,-49.025974,2025-08-01 05:43:19,False,3
YIH5L22,1754026999257,CAM043,4,-26.899172,-48.629892,2025-08-01 05:43:19,False,3
NUB0D53,1754026999825,CAM070,1,-27.008143,-48.663002,2025-08-01 05:43:19,False,0
HEU5J29,1754027001396,CAM038,3,-27.130312,-52.621499,2025-08-01 05:43:21,False,2
SXB7L24,1754027004683,CAM032,1,-27.137341,-52.612803,2025-08-01 05:43:24,False,3
PNF6F61,1754027005415,CAM096,1,-28.904099,-49.48527,2025-08-01 05:43:25,False,3
BTG6E96,1754027006609,CAM002,1,-27.627116,-48.53657,2025-08-01 05:43:26,False,2
QTJ9R16,1754027008390,CAM090,1,-27.195233,-52.020302,2025-08-01 05:43:28,False,0
SRI9G29,1754027011707,CAM085,1,-28.51147,-49.017964,2025-08-01 05:43:31,False,2
BQS3Z20,1754027012213,CAM051,1,-28.648343,-49.336678,2025-08-01 05:43:32,False,0
XLA7C40,1754027016789,CAM028,1,-26.954251,-49.025974,2025-08-01 05:43:36,False,2
NRY9Z24,1754027019010,CAM070,1,-27.008143,-48.663002,2025-08-01 05:43:39,False,2
GRM1S50,1754027021104,CAM081,2,-27.060729,-48.883572,2025-08-01 05:43:41,False,1
NSG9P54,1754027024612,CAM005,2,-27.577559,-48.558811,2025-08-01 05:43:44,False,1
HPS1G69,1754027024824,CAM068,1,-26.961254,-48.666952,2025-08-01 05:43:44,False,2
FHL6R24,1754027025356,CAM032,1,-27.137341,-52.612803,2025-08-01 05:43:45,False,2
NYT8E75,1754027026138,CAM040,1,-26.912173,-48.691725,2025-08-01 05:43:46,False,2
RIP0C83,1754027026671,CAM008,1,-27.613203,-48.535995,2025-08-01 05:43:46,False,0
XFV5M55,1754027029086,CAM032,2,-27.137341,-52.612803,2025-08-01 05:43:49,False,1
LWL2T39,1754027032240,CAM020,2,-26.332262,-48.872393,2025-08-01 05:43:52,False,2
MTR5O12,1754027032788,CAM036,1,-27.067151,-52.61626,2025-08-01 05:43:52,False,0
RDG1C88,1754027033925,CAM042,1,-26.906459,-48.654455,2025-08-01 05:43:53,False,0
LEO4M63,1754027037313,CAM015,1,-26.33471,-48.851695,2025-08-01 05:43:57,False,2
UGZ0O16,1754027037518,CAM089,1,-27.274403,-51.982845,2025-08-01 05:43:57,False,0
XGT6K34,1754027037777,CAM025,1,-26.951472,-49.086733,2025-08-01 05:43:57,False,0
NSG7E50,1754027038027,CAM045,2,-27.649812,-48.673855,2025-08-01 05:43:58,False,3
MXI8E75,1754027041699,CAM032,2,-27.137341,-52.612803,2025-08-01 05:44:01,False,2
DVW4E77,1754027043056,CAM027,1,-26.912119,-49.101786,2025-08-01 05:44:03,False,0
PMK6R02,1754027043280,CAM038,1,-27.130312,-52.621499,2025-08-01 05:44:03,False,0
GWU7H96,1754027043834,CAM094,1,-26.856715,-52.412829,2025-08-01 05:44:03,False,3
XGQ4P05,1754027052685,CAM012,4,-27.571026,-48.575134,2025-08-01 05:44:12,False,1
HXY5A11,1754027054170,CAM040,1,-26.912173,-48.691725,2025-08-01 05:44:14,False,0
CBM3J64,1754027056089,CAM069,1,-26.958422,-48.596323,2025-08-01 05:44:16,False,2
YSN4Y52,1754027056233,CAM050,1,-27.646843,-48.649557,2025-08-01 05:44:16,False,0
QNR8Q80,1754027056343,CAM044,1,-26.949201,-48.669619,2025-08-01 05:44:16,False,3
ACY3S90,1754027059778,CAM082,2,-28.512617,-49.028273,2025-08-01 05:44:19,False,0
UTZ0V51,1754027059942,CAM034,1,-27.060368,-52.575929,2025-08-01 05:44:19,False,3
HBK0S97,1754027060453,CAM099,3,-28.514657,-48.811633,2025-08-01 05:44:20,False,2
GSL1F99,1754027061431,CAM036,2,-27.067151,-52.61626,2025-08-01 05:44:21,False,3
RUX5N27,1754027061994,CAM011,1,-27.589142,-48.533295,2025-08-01 05:44:21,False,1
SGP4Q05,1754027062772,CAM045,2,-27.649812,-48.673855,2025-08-01 05:44:22,False,1
IHE7V43,1754027064011,CAM089,1,-27.274403,-51.982845,2025-08-01 05:44:24,False,0
EIV3T33,1754027068376,CAM047,2,-27.654619,-48.648046,2025-08-01 05:44:28,False,3
DYH2N16,1754027068737,CAM044,1,-26.949201,-48.669619,2025-08-01 05:44:28,False,0
LBX1D67,1754027069415,CAM065,1,-27.677998,-48.669561,2025-08-01 05:44:29,False,2
NBC0B15,1754027073256,CAM050,2,-27.646843,-48.649557,2025-08-01 05:44:33,False,2
LSS7B04,1754027076083,CAM038,4,-27.130312,-52.621499,2025-08-01 05:44:36,False,1
SFB2J15,1754027078924,CAM049,1,-27.599556,-48.627586,2025-08-01 05:44:38,False,2
HSX6U57,1754027082653,CAM028,3,-26.954251,-49.025974,2025-08-01 05:44:42,False,0
IKA9A20,1754027085362,CAM042,1,-26.906459,-48.654455,2025-08-01 05:44:45,False,0
WAQ1N47,1754027085398,CAM044,1,-26.949201,-48.669619,2025-08-01 05:44:45,False,1
NQO7G18,1754027086486,CAM070,1,-27.008143,-48.663002,2025-08-01 05:44:46,False,1
GNG6O47,1754027088775,CAM048,3,-27.576322,-48.602478,2025-08-01 05:44:48,False,3
VDI2R48,1754027089382,CAM086,2,-26.755225,-51.055358,2025-08-01 05:44:49,False,1
OYR9S25,1754027092309,CAM053,1,-28.658134,-49.406352,2025-08-01 05:44:52,False,3
RFZ9G01,1754027094307,CAM039,1,-26.910126,-48.698347,2025-08-01 05:44:54,False,2
QUU7T31,1754027095628,CAM047,2,-27.654619,-48.648046,2025-08-01 05:44:55,False,1
XIB9A99,1754027101349,CAM099,2,-28.514657,-48.811633,2025-08-01 05:45:01,False,3
PBN5W58,1754027103190,CAM077,2,-26.505803,-49.112575,2025-08-01 05:45:03,False,3
WTW0U11,1754027105480,CAM002,1,-27.627116,-48.53657,2025-08-01 05:45:05,False,2
COF5U99,1754027107076,CAM027,1,-26.912119,-49.101786,2025-08-01 05:45:07,False,0
CPC3I83,1754027107581,CAM056,2,-28.682354,-49.410267,2025-08-01 05:45:07,False,3
CWT7L05,1754027108509,CAM089,1,-27.274403,-51.982845,2025-08-01 05:45:08,False,2
RPC6Q94,1754027110026,CAM059,2,-27.786213,-50.340794,2025-08-01 05:45:10,False,2
DVF5D43,1754027112650,CAM091,2,-27.259224,-52.058796,2025-08-01 05:45:12,False,1
PZO9L79,1754027112686,CAM090,2,-27.195233,-52.020302,2025-08-01 05:45:12,False,0
IXE7M93,1754027112910,CAM030,3,-26.955102,-49.080656,2025-08-01 05:45:12,False,0
CGZ7G29,1754027116388,CAM008,1,-27.613203,-48.535995,2025-08-01 05:45:16,False,2
WQI8P68,1754027118716,CAM029,1,-26.950864,-49.070505,2025-08-01 05:45:18,False,2
NIN4Q87,1754027120278,CAM057,1,-27.833275,-50.340235,2025-08-01 05:45:20,False,2
MGF4J30,1754027123771,CAM055,2,-28.713808,-49.342112,2025-08-01 05:45:23,False,3
NVV2X98,1754027125890,CAM072,1,-26.958775,-48.66775,2025-08-01 05:45:25,False,0
PCK6D90,1754027127074,CAM023,1,-26.873211,-49.109018,2025-08-01 05:45:27,False,1
XGK4T30,1754027127451,CAM038,2,-27.130312,-52.621499,2025-08-01 05:45:27,False,0
HYX3Q99,1754027128599,CAM058,1,-27.840143,-50.316183,2025-08-01 05:45:28,False,1
PNC9L67,1754027130298,CAM093,4,-26.920132,-52.440308,2025-08-01 05:45:30,False,0
BEK3A46,1754027132485,CAM022,1,-26.279524,-48.88648,2025-08-01 05:45:32,False,2
GCA6T31,1754027132766,CAM017,1,-26.263496,-48.886535,2025-08-01 05:45:32,False,1
VVR1J81,1754027134135,CAM099,2,-28.514657,-48.811633,2025-08-01 05:45:34,False,1
ANL9I07,1754027134709,CAM010,1,-27.627345,-48.538823,2025-08-01 05:45:34,False,2
KJL4F49,1754027134990,CAM040,1,-26.912173,-48.691725,2025-08-01 05:45:34,False,2
SMH4E98,1754027137054,CAM050,2,-27.646843,-48.649557,2025-08-01 05:45:37,False,0
EXX1E06,1754027140765,CAM027,1,-26.912119,-49.101786,2025-08-01 05:45:40,False,2
QSL4E18,1754027141011,CAM099,2,-28.514657,-48.811633,2025-08-01 05:45:41,False,2
MIZ5Q02,1754027141934,CAM003,1,-27.633247,-48.583532,2025-08-01 05:45:41,False,3
EGY0S69,1754027142987,CAM042,1,-26.906459,-48.654455,2025-08-01 05:45:42,False,2
SYO7H64,1754027150603,CAM089,1,-27.274403,-51.982845,2025-08-01 05:45:50,False,2
JZG4U05,1754027154945,CAM083,1,-28.479708,-48.983166,2025-08-01 05:45:54,False,2
RXQ8O54,1754027160842,CAM085,2,-28.51147,-49.017964,2025-08-01 05:46:00,False,3
SBF0Q58,1754027161946,CAM099,3,-28.514657,-48.811633,2025-08-01 05:46:01,False,1
MNV6O15,1754027163302,CAM024,1,-26.880835,-49.0316,2025-08-01 05:46:03,False,2
MSD7P38,1754027168170,CAM030,2,-26.955102,-49.080656,2025-08-01 05:46:08,False,2
AIF1A75,1754027174106,CAM057,2,-27.833275,-50.340235,2025-08-01 05:46:14,False,3
BIX3O98,1754027174221,CAM008,1,-27.613203,-48.535995,2025-08-01 05:46:14,False,2
LKB2V86,1754027174401,CAM052,2,-28.721326,-49.364506,2025-08-01 05:46:14,False,2
QTL5P05,1754027176353,CAM026,2,-26.950283,-49.114261,2025-08-01 05:46:16,False,2
UDF8Q48,1754027177276,CAM084,1,-28.448288,-48.998988,2025-08-01 05:46:17,False,1
UTR1Z91,1754027177303,CAM040,1,-26.912173,-48.691725,2025-08-01 05:46:17,False,2
IMA9P43,1754027178200,CAM006,2,-27.580142,-48.559484,2025-08-01 05:46:18,False,0
KNL2Z28,1754027181118,CAM014,2,-26.265889,-48.812223,2025-08-01 05:46:21,False,1
MUI5P54,1754027183667,CAM089,1,-27.274403,-51.982845,2025-08-01 05:46:23,False,2
SZF6S07,1754027184376,CAM057,2,-27.833275,-50.340235,2025-08-01 05:46:24,False,3
ZDY2U01,1754027184556,CAM015,1,-26.33471,-48.851695,2025-08-01 05:46:24,False,2
KDN3F71,1754027186150,CAM040,1,-26.912173,-48.691725,2025-08-01 05:46:26,False,2
JQO1L77,1754027187029,CAM096,1,-28.904099,-49.48527,2025-08-01 05:46:27,False,0
BPI0E89,1754027192103,CAM032,1,-27.137341,-52.612803,2025-08-01 05:46:32,False,1
TLC1N25,1754027192919,CAM039,1,-26.910126,-48.698347,2025-08-01 05:46:32,False,0
XQF0C12,1754027194342,CAM064,1,-27.601727,-48.693852,2025-08-01 05:46:34,False,2
EEO3F37,1754027194374,CAM086,2,-26.755225,-51.055358,2025-08-01 05:46:34,False,0
TPX8L21,1754027194744,CAM008,1,-27.613203,-48.535995,2025-08-01 05:46:34,False,0
LUW3F08,1754027202315,CAM099,3,-28.514657,-48.811633,2025-08-01 05:46:42,False,3
EPR3G67,1754027203164,CAM057,1,-27.833275,-50.340235,2025-08-01 05:46:43,False,1
ZTB3K71,1754027204010,CAM038,3,-27.130312,-52.621499,2025-08-01 05:46:44,False,0
DNX2J47,1754027204151,CAM092,3,-26.898072,-52.362019,2025-08-01 05:46:44,False,1
UZY2Z65,1754027204741,CAM043,2,-26.899172,-48.629892,2025-08-01 05:46:44,False,0
TZN5P76,1754027205236,CAM046,1,-27.579889,-48.655592,2025-08-01 05:46:45,False,3
XHL2D71,1754027208806,CAM069,1,-26.958422,-48.596323,2025-08-01 05:46:48,False,1
EWC7X57,1754027209090,CAM072,1,-26.958775,-48.66775,2025-08-01 05:46:49,False,3
ICS8N31,1754027210379,CAM009,1,-27.567243,-48.582885,2025-08-01 05:46:50,False,0
KHN1E90,1754027218312,CAM065,3,-27.677998,-48.669561,2025-08-01 05:46:58,False,0
VKP1O49,1754027220534,CAM023,1,-26.873211,-49.109018,2025-08-01 05:47:00,False,0
DNW9B80,1754027221278,CAM051,1,-28.648343,-49.336678,2025-08-01 05:47:01,False,0
YVT6Q00,1754027223233,CAM067,3,-27.630914,-48.708228,2025-08-01 05:47:03,False,1
IAE3E87,1754027230541,CAM048,1,-27.576322,-48.602478,2025-08-01 05:47:10,False,1
OCD0X61,1754027231558,CAM041,1,-26.919381,-48.656875,2025-08-01 05:47:11,False,2
LGR5F65,1754027231624,CAM034,1,-27.060368,-52.575929,2025-08-01 05:47:11,False,3
LFN7Q87,1754027235527,CAM021,1,-26.276384,-48.856475,2025-08-01 05:47:15,False,3
ULF3B30,1754027236231,CAM034,1,-27.060368,-52.575929,2025-08-01 05:47:16,False,3
TKD8Z79,1754027237053,CAM068,3,-26.961254,-48.666952,2025-08-01 05:47:17,False,0
DXM5P09,1754027238627,CAM010,1,-27.627345,-48.538823,2025-08-01 05:47:18,False,2
UMB4A49,1754027239962,CAM004,1,-27.614062,-48.518868,2025-08-01 05:47:19,False,3
TSN9S36,1754027242013,CAM005,2,-27.577559,-48.558811,2025-08-01 05:47:22,False,1
DAW4C15,1754027244388,CAM050,1,-27.646843,-48.649557,2025-08-01 05:47:24,False,2
OYE8W03,1754027244902,CAM061,3,-27.823777,-50.309457,2025-08-01 05:47:24,False,0
EMA1G52,1754027245453,CAM084,1,-28.448288,-48.998988,2025-08-01 05:47:25,False,1
CAN1Q94,1754027247200,CAM036,1,-27.067151,-52.61626,2025-08-01 05:47:27,False,1
QYI6I80,1754027248249,CAM016,1,-26.267182,-48.846597,2025-08-01 05:47:28,False,2
AGY5I62,1754027249760,CAM032,4,-27.137341,-52.612803,2025-08-01 05:47:29,False,1
NCN3I37,1754027255154,CAM015,2,-26.33471,-48.851695,2025-08-01 05:47:35,False,1
IFA0E58,1754027256887,CAM017,2,-26.263496,-48.886535,2025-08-01 05:47:36,False,0
ZTF3A64,1754027257503,CAM048,1,-27.576322,-48.602478,2025-08-01 05:47:37,False,1
HPM5F04,1754027257575,CAM027,1,-26.912119,-49.101786,2025-08-01 05:47:37,False,3
LSY0G23,1754027258426,CAM048,4,-27.576322,-48.602478,2025-08-01 05:47:38,False,2
EWL4Y96,1754027258880,CAM015,2,-26.33471,-48.851695,2025-08-01 05:47:38,False,3
WFP6M00,1754027261962,CAM038,1,-27.130312,-52.621499,2025-08-01 05:47:41,False,1
TWS3Z75,1754027262489,CAM065,1,-27.677998,-48.669561,2025-08-01 05:47:42,False,0
IEN0K41,1754027264718,CAM092,1,-26.898072,-52.362019,2025-08-01 05:47:44,False,3
TKP6V05,1754027266992,CAM042,1,-26.906459,-48.654455,2025-08-01 05:47:46,False,0
ZSQ6Q03,1754027267529,CAM055,2,-28.713808,-49.342112,2025-08-01 05:47:47,False,0
WJO9D52,1754027269385,CAM064,3,-27.601727,-48.693852,2025-08-01 05:47:49,False,3
CND7W00,1754027271028,CAM055,1,-28.713808,-49.342112,2025-08-01 05:47:51,False,2
CWC7J32,1754027272519,CAM029,4,-26.950864,-49.070505,2025-08-01 05:47:52,False,0
SLY4L98,1754027272723,CAM097,3,-27.173071,-49.643988,2025-08-01 05:47:52,False,0
LWZ5U63,1754027275001,CAM023,1,-26.873211,-49.109018,2025-08-01 05:47:55,False,0
YMR4X21,1754027284033,CAM006,1,-27.580142,-48.559484,2025-08-01 05:48:04,False,0
LJW7S18,1754027285475,CAM029,2,-26.950864,-49.070505,2025-08-01 05:48:05,False,2
OWU6P20,1754027290087,CAM067,3,-27.630914,-48.708228,2025-08-01 05:48:10,False,2
TWV2D85,1754027292732,CAM100,1,-26.201103,-50.385585,2025-08-01 05:48:12,False,1
TYZ3Q47,1754027293564,CAM037,3,-27.087073,-52.658853,2025-08-01 05:48:13,False,2
UGX0D97,1754027295908,CAM071,1,-26.996525,-48.607696,2025-08-01 05:48:15,False,0
WZZ1B25,1754027298857,CAM030,4,-26.955102,-49.080656,2025-08-01 05:48:18,False,3
BWV6Q41,1754027299995,CAM088,1,-26.736666,-50.992871,2025-08-01 05:48:19,False,1
CAV4S01,1754027302179,CAM082,1,-28.512617,-49.028273,2025-08-01 05:48:22,False,2
NLU5H68,1754027305873,CAM036,1,-27.067151,-52.61626,2025-08-01 05:48:25,False,3
QLC4C68,1754027306783,CAM039,1,-26.910126,-48.698347,2025-08-01 05:48:26,False,0
GAR1D69,1754027311011,CAM098,4,-27.214437,-49.610042,2025-08-01 05:48:31,False,2
XWP3P30,1754027311853,CAM034,1,-27.060368,-52.575929,2025-08-01 05:48:31,False,1
DQI4F01,1754027312116,CAM006,2,-27.580142,-48.559484,2025-08-01 05:48:32,False,1
ILO0K49,1754027313075,CAM006,2,-27.580142,-48.559484,2025-08-01 05:48:33,False,1
DLI2C48,1754027313598,CAM052,1,-28.721326,-49.364506,2025-08-01 05:48:33,False,1
MFK6X58,1754027314145,CAM098,2,-27.214437,-49.610042,2025-08-01 05:48:34,False,0
FFT9U30,1754027316388,CAM099,3,-28.514657,-48.811633,2025-08-01 05:48:36,False,2
NHP3C27,1754027318780,CAM052,2,-28.721326,-49.364506,2025-08-01 05:48:38,False,3
ROO1Q27,1754027319547,CAM071,1,-26.996525,-48.607696,2025-08-01 05:48:39,False,0
TBB2R53,1754027320253,CAM057,2,-27.833275,-50.340235,2025-08-01 05:48:40,False,3
HEY5Y92,1754027321000,CAM049,1,-27.599556,-48.627586,2025-08-01 05:48:41,False,3
FVP8Y40,1754027321568,CAM028,1,-26.954251,-49.025974,2025-08-01 05:48:41,False,1
